
Copyright 2016 Prifysgol Bangor University

   Licensed under the Apache License, Version 2.0 (the "License");
   you may not use this file except in compliance with the License.
   You may obtain a copy of the License at

       http://www.apache.org/licenses/LICENSE-2.0

   Unless required by applicable law or agreed to in writing, software
   distributed under the License is distributed on an "AS IS" BASIS,
   WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
   See the License for the specific language governing permissions and
   limitations under the License.

'C' / 'S' scroll	sgrôl 'C' / 'S'
satire	gogan
satirical	dychanol
satirist	dychanwr
satirist	goganwr
satirize	dychanu
satirize	goganu
satisfaction	boddhad
satisfaction	boddhad
satisfaction	bodlonrwydd
satisfactory	boddhaol
satisfactory	boddhaol
satisfactory quality	ansawdd boddhaol
satisfier	bodlonwr
satisfy	boddio
satisfy	bodloni
satisfy	bodloni
satisfy	diwallu
satisfying	boddhaol
satisfying	digonol
saturate	dirlenwi
saturate	dirlenwi
saturate	trwytho
saturated	dirlawn
saturated	dirlawn
saturated	dwys
saturated	gorlawn
saturated	soeglyd
saturated fat	braster dirlawn
saturated fatty acid	asid brasterog dirlawn
saturated solution	hydoddiant dirlawn
saturated vapour pressure	gwasgedd anwedd dirlawn
saturation	dirlawnder
saturation	dirlawnder
saturation	dirlenwad
saturation point	pwynt dirlawnder
saturation zone	cylchfa ddirlawnder
saturation zone	cylchfa dirlawnder
saturnalian	gloddestol
saturnalian	satwrnalaidd
satyr	satyr
sauce	haerllugrwydd
sauce	saws
saucepan	sosban
saucer	soser
saucer	soser
sauciness	ehofndra
sauciness	haerllugrwydd
saucy	egr
saucy	eofn
saucy	haerllug
sauna	sawna
sauna bath	baddon sawna
sausage	selsigen
sausage	sosej
sausage roll	rhôl selsig
sausage roll	rhôl sosej
savage	anwar
savage	anwariad
savage	ffyrnig
savageness	ffyrnigrwydd
savageness	mileindra
savagery	barbareiddiwch
savagery	creulondeb
savanna	safana
savannah	safana
savannah grassland	tir glas y safana
savant	doethur
savant	dyn dysgedig
savant	savant
save	achub
save	arbed
save	arbed
save	cadw
save	cadw
save	cadw (rhag)
save	cynilo
save	cynilo
save	oddi eithr
save	ond
save a shot	arbed ergyd
save as	cadw fel
save as	cadw fel
save energy	arbed ynni
save information	cadw gwybodaeth
save screen	cadw sgrin
save screen	cadw sgrin
saver	achubwr
saver	achubydd
saver	cynilwr
saving	achubol
saving	arbediad
saving	darbodus
savings	arbedion
savings	cynilion
savings	cynilion
savings account	cyfrif cynilo
savings account	cyfrif cynilo
savings bank	banc cynilo
savings box	cadw-mi-gei
savings group	grŵp cynilo
savings scheme	cynllun cynilo
savings-bank	banc cynilo
savings-box	blwch cynilo
savings-box	cadw-mi-gei
saviour	achubwr
saviour	ceidwad
saviour	gwaredwr
saviour	iachawdwr
savory	blasus
savory	blasusfwyd
savory	sawrus
savour	blas
savour	sawr
savour	sawru
savoury	blasus
savoury	blasusfwyd
savoury	sawrus
savoy	bresychen grech
savoy	cabetsen grech
saw	dywediad
saw	llif
saw	llif
saw	llifio
saw	llifio
saw set	llifosodiad
saw teeth	dannedd llif
saw teeth	dannedd llif
saw vice	feis hogi llif
saw-cut	llifdoriad
saw-cut	llifdoriad
saw-cut	llifiad
saw-cut veneer	argaen llifdoriad
saw-fence	ffens lif
saw-frame	ffrâm lif
saw-setting anvil	eingion gosod llif
saw-setting hammer	morthwyl gosod llif
saw-setting pliers	gefelen osod llif
sawdust	blawd llif
sawdust	blawd llif
sawing board	bwrdd llifio
sawing method	dull llifio
sawing-board	bwrdd llifio
sawmill	melin lifio
sawmill	melin lifio
sawn nut	nyten wedi'i llifio
sawn timber	pren wedi'i lifio
sawtooth	dant llif
sawtooth edge	ymyl lifddanheddog
sawtooth edge	ymyl llifddanheddog
sawyer	llifiwr
sawyer	llifiwr
saxophone	sacsoffon
say	dweud
say	dywedyd
say good-bye	ffarwelio
say something without beating about the bush	dweud rhywbeth yn blwmp ac yn blaen
saying	dywediad
says	meddai
scab	bradwr
scab	crachen
scab	crachen
scab	y clafr
scabbard	gwain
scabby	crachlyd
scabies	clefyd crafu
scabies	y crafu
scabland	garwdir basalt
scabland	garwdir basalt
scaffold	crocbren
scaffold	crocbren
scaffold	sgaffald
scaffolding	sgaffaldiau
scaffolding	sgaffaldio
scalar	sgalar
scalar	sgalar
scalar multiplication	lluosiad sgalar
scalar product	lluoswm sgalar
scalar quantity	mesur sgalar
scalariform	sgalaraidd
scalariform thickening	tewychu sgalaraidd
scald	llosg
scald	sgaldanu
scald	sgaldiad
scald	sgaldiad
scald	sgaldio
scalding	berw
scalding	poeth
scalding	sgaldanu
scale	calch
scale	cen
scale	cen
scale	clorian
scale	clorian
scale	cloriannu
scale	deintgen
scale	digennu
scale	dringo
scale	graddfa
scale	graddfa
scale	graddio
scale	graddio
scale	pwyso
scale	tafol
scale drawing	lluniad wrth raddfa
scale factor	ffactor graddfa
scale factor	ffactor graddfa
scale factor	ffactor raddfa
scale leaf	cenddeilen
scale leaf	deilen gennog
scale mock-up	brasfodel wrth raddfa
scale of charges	graddfa amdaliadau
scale of charges	graddfa daliadau
scale of hardness	graddfa galedwch
scale of intelligence	graddfa deallusrwydd
scale of three	graddfa tri
scale of two	graddfa dau
scale picture	graddio llun
scale picture	graddio llun
scale sprite	graddio ciplun
scale sprite	graddio ciplun
scale working model	model gweithio i raddfa
scale-attenuation effect	effaith cyfyngu graddfa
scaled copy	copi graddfa
scaled copy	copi graddfa
scaled drawing	dyluniad graddedig
scaled score	sgôr raddedig
scalene	anghyfochrog
scalene	anghyfochrog
scalene triangle	triongl anghyfochrog
scalene triangle	triongl anhafalochrog
scales	clorian
scales	tafol
scaliform thickening	tewychiad sgalaraidd
scaling factor	ffactor graddio
scaling factor	ffactor graddio
scaling factor	ffactor raddio
scallop	sgolop
scallop	sgolop
scallop	sgolopio
scallop	sgolopio
scalloped	sgolpiog
scalloped edge	ymyl sgolop
scalloped edge	ymyl sgolop
scallywag	dihiryn
scallywag	gwalch
scalp	croen pen
scalp	croen pen
scalp	penflingo
scalp	penflingo
scalp ringworm	tarwden y pen
scalpel	cyllell llawfeddyg
scalpel	fflaim
scaly	cennog
scaly	cennog
scamp	cnaf
scamp	dihiryn
scamper	prancio
scampi	sgampi
scan	archwilio
scan	bwrw golwg trwy rywbeth
scan	craffu
scan	darllen
scan	sgan
scan	sganio
scan	sganio
scan	syllu
scandal	gwarth
scandal	scandal
scandal	sgandal
scandal-monger	clepgi
scandal-monger	heliwr clecs
scandalize	gwarthruddo
scandalous	gwarthus
scandalous	tramgwyddus
scandium	scandiwm
scanner	sganiwr
scanner	sganiwr
scansion	corfaniad
scant	anaml
scant	prin
scantiness	prinder
scanty	annigonol
scanty	prin
scape	gwedd
scape	llun
scapegoat	bwch dihangol
scapegoat	bwch dihangol
scapula	padell yr ysgwydd
scapula	palfais
scapular	sgapwlar
scar	craith
scar	craith
scar	creithio
scar tissue	meinwe craith
scar tissue	meinwe craith
scar tissue	meinwe creithiog
scarce	prin
scarce resources	adnoddau prin
scarcely	braidd
scarcely	o'r braidd
scarcely	prin
scarcity	prinder
scarcity	prinder
scare	braw
scare	brawychu
scare	dychryn
scare	dychrynu
scare	ofn
scare	tarfu
scarecrow	bwbach
scarecrow	bwgan brain
scared	ofnus
scaremonger	codwr bwganod
scarf	sgarff
scarf	sgarff
scarf	sgarffio
scarf	sgarffio
scarf joint	uniad sgarff
scarlet	coch
scarlet	ysgarlad
scarlet fever	twymyn goch
scarlet fever	y clefyd coch
scarlet fever	y dwymyn goch
scarlet fever	y frech sgarlad
scarlet lake	llif sgarlad
scarlet madder	madr sgarlad
scarlet madder	madr sgarlad
scarp	sgarp
scarp	sgarp
scarp	tarren
scarp fault	sgarp ffawt
scarp slope	llethr sgarp
scarp slope	llethr sgarp
scarpland	sgarpdir
scarpland	sgarpdir
scathe	anafu
scathe	niweidio
scathing	deifiol
scathing	miniog
scatter	chwalu
scatter	gwasgaru
scatter	gwasgaru
scatter	taenu
scatter cushions	mân glustogau
scatter diagram	diagram gwasgariad
scatter graph	graff gwasgariad
scattered	ar chwâl
scattered	ar wasgar
scattered	gwasgaredig
scattered particles	gronynnau gwasgarog
scattered pattern	patrwm gwasgarog
scattered settlement	annedd wasgarog
scattered settlement pattern	patrwm anheddu gwasgarog
scattering	gwasgariad
scattering	gwasgariad
scatterplot	plot gwasgariad
scavenge	carthysu
scavenge	chwilio am sborion
scavenge	chwilota
scavenge	glanhau
scavenger	carthysydd
scavenger	sborionwr
scenario	senario
scene	golygfa
scene	golygfa
scene	lle
scene	man
scene designer	cynllunydd golygfa
scene designer	cynllunydd golygfeydd
scene painter	peintiwr golygfeydd
scene painting	peintio golygfa
scene shifter	cliriwr
scenery	golygfa
scenery	golygfa
scenery	set
scenery bay	bae golygfeydd
scenic	golygfaol
scenic artist	paentiwr golygfeydd
scenic beauty	golygfeydd prydferth
scenic effect	effaith olygfaol
scenic route	ffordd hynod o hardd
scenography	senograffiaeth
scent	arogl
scent	arogleuo
scent	ffroeni
scent	persawr
scent	sawr
scent	trywydd
scent mark	arwydd sawr
sceptic	amheuwr
sceptic	sgeptig
sceptical	amheugar
scepticism	amheuaeth
scepticism	sgeptigaeth
scepticism	sgeptigaeth
sceptre	teyrnwialen
sceptre	teyrnwialen
sceptred	brenhinol
sceptred	teyrnaidd
schattenseite	cil haul
schedule	amserlen
schedule	atodlen
schedule	atodlen
schedule	rhaglen
schedule	rhestr
schedule	rhestr
schedule	trefnlen
schedule	trefnlennu
schedule of accommodation	gofodlen
scheduled	rhestredig
scheduled disease	clefyd rhestredig
scheduler	trefnlennydd
schema	sgema
schema	sgema
schematic	cynlluniedig
schematic	sgematig
schematic	sgematig
schematic diagram	diagram cynllunio
schematic report	adroddiad sgematig
scheme	cynllun
scheme	cynllun
scheme	cynllunio
scheme	cynllwyno
scheme of assessment	cynllun asesu
scheme of work	cynllun gwaith
scheme of work	cynllun gwaith
schemer	cynllwyniwr
scheming	dichellgar
scherzo	scherzo
scherzo and trio	scherzo a thrio
schism	rhwyg
schism	sgism
schismatic	rhwygol
schismatic	sgismatig
schismatic	sgismatig
schist	sgist
schist	sgist
schistosity	sgistedd
schistosity	sgistedd
schizocarp	sgitsocarp
schizocarp	sgitsocarp
schizophrenia	gwallgofrwydd
schizophrenia	sgitsoffrenia
schizophrenia	sgitsoffrenia
scholar	ysgolhaig
scholar	ysgolor
scholarly	ysgolheigaidd
scholarship	ysgolheictod
scholarship	ysgolheictod
scholarship	ysgoloriaeth
scholarship	ysgoloriaeth
scholastic	addysgol
scholastic	sgolastig
scholastic	sgolastig
scholasticism	sgolastigiaeth
scholasticism	sgolastigiaeth
school	addysgu
school	dysgu
school	ysgol
school	ysgol
school architecture	pensaernïaeth ysgol
school budget	cyllideb ysgol
school catchment area	dalgylch ysgol
school championships	pencampwriaethau ysgolion
school child	plentyn ysgol
school consortium	consortiwm ysgolion
school counsellor	cynghorwr ysgol
school counsellor	cynghorwr ysgol
school development plan	cynllun datblygu ysgol
school dinner	cinio ysgol
school fund	cronfa ysgol
school governor	llywodraethwr ysgol
school ground	tir yr ysgol
school leaving certificate	tystysgrif gadael ysgol
school library	llyfrgell ysgol
school meals	prydau ysgol
school nurse	nyrs ysgol
school of composition	traddodiad cyfansoddi
school of industry	ysgol ddiwydiant
school performance table	tabl perfformiad ysgolion
school phobia	ffobia ysgol
school report	adroddiad ysgol
school site	safle'r ysgol
school uniform	gwisg ysgol
school year	blwyddyn ysgol
school-based indicator	dangosydd yn yr ysgol
schoolhouse	tŷ'r ysgol
schoolhouse	ysgoldy
schooling	addysg
schooling	ysgol
schoolman	ysgolwr
schoolman	ysgolwr
schoolmaster	athro
schoolmaster	ysgolfeistr
schoolmistress	athrawes
schoolmistress	ysgolfeistres
schooner	sgwner
sciatic	clunol
sciatic nerve	nerf clunol
sciatica	clunwst
science	gwyddoniaeth
science	gwyddoniaeth
science	gwyddor
science	gwyddor
science fiction	ffuglen wyddonol
science fiction	ffuglen wyddonol
science of navigation	mordwyeg
science working group	gweithgor gwyddoniaeth
scientific	gwyddonol
scientific	gwyddonol
scientific claims	honiadau gwyddonol
scientific concept	cysyniad gwyddonol
scientific convention	confensiwn gwyddonol
scientific experiment	arbrawf gwyddonol
scientific idea	syniad gwyddonol
scientific knowledge	gwybodaeth wyddonol
scientific method	dull gwyddonol
scientific model	model gwyddonol
scientific principle	egwyddor wyddonol
scientific report	adroddiad gwyddonol
scientific symbol	symbol gwyddonol
scientific writing	ysgrifennu gwyddonol
scientist	gwyddonydd
scientology	seientoleg
scintillate	fflachennu
scintillate	fflachennu
scintillate	pefrio
scintillate	serennu
scion	blaguryn
scion	brigyn impiedig
scion	etifedd
scion	impyn
scission	toriad
scission	toriant
scissor tray	hambwrdd siswrn
scissors	siswrn
scissors	siswrn
scissors control	rheolaeth siswrn
scissors cross	croes siswrn
scissors kick	cic siswrn
scissors movement	symudiad siswrn
scissors movement	symudiad siswrn
scissors pass	pàs siswrn
scissors stage	llwyfan siswrn
scissors vault	llofnaid siswrn
scissors vault	llofnaid siswrn
sclera	sglera
sclerenchyma	caledwe
sclerenchyma	sglerencyma
sclerenchyma	sglerencyma
scleroprotein	sgleroprotein
scleroscope	sglerosgop
sclerosis	calediad
sclerosis	sglerosis
sclerosis	sglerosis
sclerotic	sglerotig
sclerous	sglerws
scoff	gwatwar
scoff	gwawd
scoff	gwawdio
scoffer	gwatwarwr
scoffer	gwawdiwr
scold	cecren
scold	dwrdio
scold	tafodi
scolex	sgolecs
scolex	sgolecs
scone	sgon
scone	sgonsen
scoop	lletwad
scoop	sgwpio
scoop	sgwpio
scoop	sgŵp
scoop	sgŵp
scoot	heglu
scooter	sgwter
scope	cwmpas
scope	cwmpas
scope	lle
scorbutic	sgorbwtig
scorch	deifio
scorch	deifio
scorch	rhuddo
scorched earth policy	polisi ymddiffeithio
scorching	deifiol
score	dyled
score	rhic
score	rhic
score	rhicio
score	rhicio
score	sgorio
score	sgorio
score	sgôr
score	sgôr
score	ugain
score a goal	sgorio gôl
score a try	sgorio cais
score board	bwrdd sgôr
score event	cystadleuaeth sgôr
score sheet	taflen sgorio
score-sheet	taflen sgorio
scoreboard	bwrdd sgôr
scorer	sgoriwr
scorer	sgoriwr
scoria	scoria
scoring line	lein hac
scoring system	system sgorio
scorn	dirmyg
scorn	dirmygu
scorn	gwawd
scorn	gwawdio
scorner	dirmygwr
scorner	gwawdiwr
scornful	dirmygus
scornful	gwawdlyd
scorper	sgorper
scorper	sgorper
scorpion	sgorpion
scot and lot borough	bwrdeistref scot a lot
scot-free	di-gosb
scot-free	heb niwed
scotia	sgotia
scotia moulding	mowldin sgotia
scotopic sensitivity syndrome	syndrom sensitifedd sgotopig
scoundrel	adyn
scoundrel	cnaf
scoundrel	dihiryn
scour	sgwriad
scour	sgwrio
scour	sgwrio
scour	ysgothi
scourer	sgwriwr
scourer	sgwrydd
scourge	chwip
scourge	chwipio
scourge	fflangell
scourge	fflangellu
scourge	pla
scouring	sgwriad
scouring powder	powdr sgwrio
scout	sgowt
scout	sgowtio
scowl	cuchio
scowl	cuwch
scowl	gwg
scowl	gwgu
scowling	cuchiog
scowling	gwgus
scrag	gwddf
scrag	sgrag
scragginess	esgyrnogrwydd
scragginess	teneuwch
scraggy	esgyrnog
scraggy	tenau
scramble	sgramblo
scramble	sgrialfa
scrambled	tameidiog
scrambled egg	cymysgwy
scrambled egg	wy wedi'i sgramblo
scrambled egg	wy wedi'i sgramblo
scrap	cerpyn
scrap	darn
scrap	pishyn
scrap	sgrap
scrap	sgrap
scrap	tamaid
scrap book	llyfr lloffion
scrap iron	haearn sgrap
scrap iron	sborion haearn
scrap material	defnydd sgrap
scrap metal	metel sgrap
scrap metal	metel sgrap
scrap metal	sborion metel
scrap wood	pren gwastraff
scrapbook	llyfr lloffion
scrape	crafiad
scrape	crafu
scrape	helbul
scrape	rhygnu
scrape	sgrafellu
scraper	crafell
scraper	crafwr
scraper	sgrafell
scraper	sgrafell
scraper cutter	torrell grafu
scraper equipment	taclau sgrafellu
scraper plane	plaen crafu
scraper plane	plaen crafu
scraper sharpener	hogwr sgrafell
scraperboard	bwrdd crafu
scraperboard	sgraff-fwrdd
scraperboard	sgraffwrdd
scrapie	clefyd y crafu
scraping	sgrafellu
scrapings	crafion
scrapings	crafion
scrapings	creifion
scrappy	digyswllt
scratch	cosi
scratch	crafad
scratch	crafiad
scratch	crafu
scratch	crafu
scratch	cripiad
scratch	cripio
scratch	dileu
scratch	dileu
scratch brush	brws crafu
scratch brush	brwsh crafu
scratch disk	disg dros dro
scratch disk	disg dros dro
scratch memory	cof dros dro
scratch memory	cof dros dro
scratch pad memory	cof dros dro
scratch player	chwaraewr crafog
scratch stock	crafwr addurn
scratch stock	crafwr addurn
scratchy	anniben
scratchy	coslyd
scratchy	craflyd
scrawl	sgriblan
scrawl	sgriblo
scream	gwaedd
scream	gweiddi
scream	sgrech
scream	sgrechian
scree	sgri
scree	sgri
screech	sgrech
screech	sgrechian
screen	cysgod
screen	cysgodi
screen	cysgodi
screen	sgrin
screen	sgrin
screen	sgrinio
screen capture	ciplun
screen dump	argraffu sgrin
screen dump	argraffu sgrin
screen filler	llenwad sgrin
screen filter	llanwad
screen filter	llanwydd
screen frame	ffrâm sgrin
screen grab	ciplun
screen layout	cynllun sgrin
screen layout	cynllun sgrin
screen material	defnydd sgrin
screen resolution	cydraniad sgrin
screen saver	arbedwr sgrin
screen saver	arbedwr sgrin
screen shot	ciplun
screen turtle	crwban sgrin
screen turtle	crwban sgrin
screen-printing	sgrin-brintio
screenful	sgriniad
screenful	sgriniad
screening	sgrinio
screening technique	techneg sgrinio
screenplay	sgript ffilm
screenshot	sgrinlun
screw	sgriw
screw	sgriw
screw	sgriwio
screw	sgriwio
screw binder	rhwymyn sgriw
screw cup	cwpan sgriw
screw cutting	llunio edau
screw cutting	torri edau
screw eye	sgriw lygad
screw gauge	medrydd sgriw
screw hook	bach sgriw
screw pitch gauge	medrydd pitsh sgriw
screw pitch gauge	medrydd pitsh sgriw
screw plate	plât sgriwiau
screw plate	sgriwblat
screw point	pwynt sgriw
screw thread	edau sgriw
screw wrench	tyndro sgriw
screw-bound	sgriwglwm
screw-jack	jac sgriw
screw-plate	plât sgriwio
screwbinder	rhwymyn sgriw
screwdriver	sgriwdreifer
screwdriver	tyrnsgriw
screwdriver	tyrnsgriw
screwdriver bit	ebill tyrnsgriw
screwing block	bloc sgriwio
screwing block	plocyn sgriwio
scribble	sgribl
scribble	sgriblan
scribble	sgriblo
scribble	sgriblo
scribbler	sgriblwr
scribe	copïwr
scribe	sgrifellu
scribe	sgrifellwr
scribe	ysgrifellu
scribe	ysgrifennydd
scribe	ysgrifennydd
scribed joint	uniad sgrifellog
scribed line	llinell wedi'i sgrifellu
scriber	mynawyd
scriber	sgrifell
scriber	sgrifellwr
scriber	ysgrifell
scribing block	medrydd arwyneb
scribing gauge	cŷn wyneb
scribing gauge	gaing gau wyneb
scribing gouge	cŷn wyneb
scribing gouge	gaing gau wyneb
scribing gouge	gaing gau wyneb
scrim	sgrim
scrim	sgrim
scrimp	crintachu
scrimp	cynilo
scrip	ysgrepan
script	llawysgrif
script	llawysgrifen
script	sgript
script	sgript
script pen	pen sgript
scriptorium	sgriptoriwm
scriptural	ysgrythurol
scripture	y Beibl
scripture	yr Ysgrythur
scripture	ysgrythur
scrivener	copïwr
scrivener	ysgrifennwr
scrivener	ysgrifennydd
scrivener	ysgrifner
scroll	rholio
scroll	rholyn
scroll	rhôl
scroll	rhôl
scroll	sgrialu
scroll	sgrolio
scroll	sgrôl
scroll	sgrôl
scroll a page up or a page down	sgrolio i fyny tudalen neu i lawr
scroll bar	bar sgrolio
scroll moulding	mowldin sgrol
scroll moulding	mowldin sgrôl
scroll tongs	gefel sgrôl
scroll tool	erfyn sgrôl
scroll wrench	tyndro sgrôl
scroll wrench	tyndro sgrôl
scroll-bar	bar rholio
scroll-bar	bar-rholio
scroll-down	rholio i lawr
scroll-down	rholio i lawr
scroll-up	rholio i fyny
scroll-up	rholio i fyny
scrolling	sgrolio
scrolling tool	erfyn sgrolio
scrotum	ceillgwd
scrotum	ceillgwd
scrotum	pwrs
scrotum	sgrotwm
scrounge a living	crafu bywoliaeth
scrub	prysg
scrub	prysg
scrub	sgrwbio
scrub	sgrwbio
scrub	sgwriad
scrub	sgwrio
scrub land	tir prysg
scrubland	tir prysg
scruff	gwar
scruff	gwegil
scrum	sgrym
scrum	sgrym
scrum	sgrymio
scrum	sgrymio
scrum-half	mewnwr
scrummaging	sgrymio
scrumptious	blasus
scrumptious	campus
scrumptious	hyfryd
scruple	petruso
scruple	petruster
scruple	poen cydwybod
scrupulous	gofalus
scrupulous	manwl
scrupulousness	cysactrwydd
scrupulousness	gofal
scrupulousness	manylwch
scrutineer	archwiliwr
scrutinise	archwilio
scrutinising procedure	gweithdrefn craffu
scrutinize	archwilio
scrutiny	archwiliad
scuffle	ymgiprys
scull	rhodl
scull	rhodli
scull	sgwlio
scull	sgwlio
sculler	rhodlwr
scullery	cegin fach
scullery	cegin gefn
sculpt metal	metel cerfiedig
sculptor	cerflunydd
sculptor	cerflunydd
sculptural	cerfluniol
sculptural form	ffurf gerfluniol
sculptural unit	uned gerfluniol
sculpture	cerflun
sculpture	cerfluniaeth
