english welsh
consistent cyson
vivacity bywiogrwydd
cherish trysori
inflexion goslef
fibrillation ffibriliad
unalloyed pur
upholstery clustogwaith
revival diwygio
polarized polar
vacillate petruso
handout taflen
admiralty morlys
requirement gofyn
polyp polyp
outstrip curo
ballad baled
adagio adagio
widow gwidw
earring clustdlws
rapscallion rapsgaliwn
sightless dall
fly ffoi
consume bwyta
wise dull
phloem ffloem
cup cwpanu
scarf sgarff
parlour parlwr
authority awdurdod
dear cariad
midland canolbarth
willy chwalwr
lipid lipid
resume ailddechrau
stubborn cyndyn
quarry paen
quaff yfed
motorist modurwr
flared ymledol
ravine ceunant
ward gwarchod
afraid ofnus
cornet cornet
sensational iasol
operational gweithredol
expectation disgwyliad
precipitation dyddodiad
keyboard bysellfwrdd
pious duwiolfrydig
reel simsanu
animism animistiaeth
disorganise anhrefnu
assassin lleiddiad
monastic mynachaidd
tavern tafarn
prolix maith
intolerance anoddefiad
tempting dengar
swiftness buander
whistle chwiban
everyone pawb
spume ewynnu
highest uchaf
dinner cinio
fudge cyffug
furnace ffwrnais
atherosclerosis atherosglerosis
resolve cydrannu
ruck rycio
antipathy gelyniaeth
tandem tandem
crooner crwner
clumsy lletchwith
manifestation amlygiad
impish dieflig
medicine moddion
fine gwych
bilious cyfoglyd
clarsach clarsach
obliviousness anghofrwydd
opera opera
pugilism paffio
lipase lipas
fear ofn
gird gwregysu
snow eira
not nac
hazel collen
whacking cystwyad
server serfiwr
hail cyfarch
sweeten pereiddio
reflector adlewyrchydd
quarter rhan
part rhan
loll gorweddian
fit taro
profession proffesiwn
dialogue ymddiddan
haze tawch
deceased marw
pest haint
fop ysgogyn
biogenesis biogenesis
neglectful esgeulus
burn cynnau
redistribute ailddosbarthu
false cyfeiliornus
stage stad
incubus bwrn
life hoedl
last dal
pork porc
rhinoceros rhinoseros
crease crych
mediation cyfryngdod
annotation anodiad
immodesty afledneisrwydd
ventilate awyru
hassle ffwdan
troubled blinderus
repugnant atgas
careful carcus
simple diniwed
metre mesur
suspend crogiannu
indicator bys
mischievous drygionus
immaculate perffaith
stem cyff
seediness salwch
sinless dibechod
crumple gwasgu
question gofyniad
piquant pigog
spare sbâr
repulsive atgas
kingship brenhiniaeth
hypertrophy hypertroffedd
infuriate cynddeiriogi
trophy troffi
immunology imiwnoleg
analog trosydd
immoderation anghymedroldeb
fabricated ffug
adoption mabwysiad
mandrel mandrel
cavity ceudod
tonic tonig
behalf tu
longitudinal hydredol
impassable caeedig
bitumen bitwmen
plod dyfalbarhau
ye chwithau
cannon magnel
section toriad
sale sêl
leap llam
scale dringo
deniable gwadadwy
surreptitious llechwraidd
crack hollt
resection echdoriad
spelter sinc
cartoonist cartwnydd
licking curfa
particular penodol
rounders rownders
underflow islif
plaintiff pleintydd
establishment sefydliad
chancellorship cangelloriaeth
her ei
rebind ailrwymo
flagellum fflangell
scorer sgoriwr
undefiled pur
strawberry mefusen
operation ymgyrch
ply plyg
ornate addurnedig
battleship cadlong
resistance gwrthiant
materialize materoli
introspection mewnsyllu
guttural gyddfol
piston piston
centimetre centimetr
whisk chwyrlïo
celebrant gweinydd
convent cwfaint
libeller enllibiwr
heckle ymyrryd
dialectical dilechdidol
recombination ailgyfuniad
plump syrthio
spark tanio
kid cid
footstool troedfainc
near agosáu
long dyheu
trounce curo
abridgement cwtogiad
partition dosraniad
stature maintioli
chasten coethi
lavatory toiled
more mwy
reeve rif
melt ymdoddi
pot llestr
fender ffender
glue glud
villi fili
squall nâd
doze hepian
parsimony cynildeb
opus opws
transfer trosglwyddo
destiny tynghedfen
coiled torchog
stall bwth
umpire dyfarnwr
derision gwatwar
slipper sliper
statistics ystadegau
shriek sgrech
physiologist ffisiolegydd
ideal delfryd
phototropism ffototropedd
lever bys
pressure pwysedd
bestial bwystfilaidd
adapt cymhwyso
graphics graffeg
mule mul
babe baban
pelagic cefnforol
plaque plac
myriad myrddiwn
traceable olrheiniadwy
mimic dynwaredwr
issue cyhoeddiad
quaver cwafer
junta jwnta
turnpike tyrpeg
abiotic anfiotig
morose blwng
heedful ystyriol
tactics tacteg
fag ymlâdd
implore crefu
pale ffin
drop diferu
druidic derwyddol
slough siglen
deferment oediad
parametric parametrig
block blocyn
ethnography ethnograffeg
nervous nerfus
spittle poeryn
newsletter cylchlythyr
unlikely annhebygol
sewerage carthffosiaeth
entice denu
surveyor arolygwr
pawn gwerinwr
cellar seler
desirable dymunol
report si
sunken tenau
reflux adlifo
arbiter canolwr
brow ael
debonair hynaws
inroad ymosodiad
unconvinced amheus
psychosis gorffwylledd
siesta cyntun
staunchness pybyrwch
linear unionlin
faulting ymdoriad
sum symio
gore cornio
dimension dimensiwn
semiology semioleg
verity gwirionedd
way modd
ionosphere ïonosffer
recursive dychweliadol
counsellor cynghorwr
prolific epilgar
feather plufio
biennial eilflwyddiad
imaginary tybiedig
volumetric cyfeintiol
folder ffolder
ape dynwared
lairage lloc
courageous gwrol
slump gwasgfa
massive enfawr
spear gwaywffon
polyglot amlieithog
fitting ffitiad
polite moesgar
any dim
inaccessibility anhygyrchedd
squeeze gwasgu
achieve ennill
treaty cyfamod
itinerary taith
jobbery deliwr
sedimentation gwaddodiad
cubic ciwbig
design dylunio
empiricism empiriaeth
dowdy anniben
linear llinellog
restrain atal
scowl cuchio
haste ffrwst
feud cynnen
take dal
wee pitw
stratum stratwm
society cwmni
stutter atal
thrall caethiwed
decided amlwg
deputy dirprwy
embark hwylio
spokesman llefarydd
broker brocer
hanging hongian
circular cylchlythyr
push hergwd
suffocation tagiad
thief ysbeiliwr
coke golosg
entrance porth
sure siŵr
no na
dehydrate dadhydradu
subscriber tanysgrifiwr
by heibio
uproar cynnwrf
expeditious hwylus
notice hysbysiad
foible gwendid
hesitate petruso
crumbly briwsionllyd
heathenish paganaidd
coolant oerydd
annunciation cyfarchiad
nourishing maethol
recorder recorder
carbonization carboneiddio
contemporaneous cyfoes
rocky creigiog
loving serchus
vitiate llygru
nonequilibrium anghydbwysedd
fling rhwysg
airdrome erodrom
moulder malurio
downpour pistyllio
subdued isel
certify ardystio
willing bodlon
perspire chwysu
chatter cleber
admirable rhagorol
seeker chwiliwr
moonshine lol
motivate ysgogi
metaphorical trosiadol
printed printiedig
serous serws
pester blino
inflation chwyddiant
pursuance dilyniad
sheet haen
hypertext hyperdestun
kine da
sniper cudd
brotherly brawdol
harbour harbwr
jocularity digrifwch
incomparable digyffelyb
tump twyn
sinusoidal sinwsoidaidd
dank llaith
stock stôr
invade meddiannu
interject ebychu
binding rhwymiad
indifferent difraw
fleetness cyflymder
wiseacre ymhonnwr
resident arhosol
suppuration gôr
irritation enynfa
peak brigo
interrogatory gofynnol
succumb ildio
gammon ffwlbri
demonism demoniaeth
interlock cydgloi
archangel archangel
demented gwallgof
glee llawenydd
inquiry ymchwiliad
aid help
apprehension pryder
aperture agorfa
sleight cyfrwystra
jaw genol
summon gwysio
art celf
swim nofio
gang gang
thesis gosodiad
expedition taith
boiler berwedydd
forte cryf
garment dilledyn
wetness gwlybaniaeth
instant taer
keg barilan
answer ateb
peradventure hwyrach
circumcision enwaediad
amputation toriad
tiredness blinder
earn haeddu
mist tarth
matins plygain
wheelbarrow whilber
boundary terfyn
ternary teiran
rue edifarhau
outboard allanol
anthropologist anthropolegwr
key agoriad
safeguard diogelwch
twinkle amrantiad
frenzied cynddeiriog
mollify meddalu
interrelation cydberthynas
inebriation meddwdod
rile cythruddo
arbitrator canolwr
reel rîl
wrongdoing trosedd
memoir cofiant
acre cyfair
course rhedeg
salvage arbediad
magic dewindabaeth
externals allanolion
stripping stripio
dark nos
salt hallt
gathering crychiad
typology teipoleg
measured pwyllog
perfect gorffenedig
formalism defodaeth
stalk gwelltyn
smear dwbio
green gwyrdd
shott siot
hundred cant
obviate arbed
superfluity gormodedd
powerless analluog
courtesy cwrteisi
buxom tew
fiery tanllyd
concentrate dwysáu
navigate llywio
minimal minimal
credulity hygoeledd
inedible anfwytadwy
cancellation diddymiad
slice tafell
bereavement profedigaeth
garb diwyg
actable actadwy
constructivism lluniadaeth
hoodwink dallu
scare tarfu
persevering dyfal
onward ymlaen
project taflu
amplify chwyddo
sanctuary seintwar
pluck plwc
ground grwnd
inheritor etifedd
stiff ystyfnig
inimitable digyffelyb
sleep cysgu
customary arferol
stereoscopic stereosgopig
rotation cylchdro
unction eneiniad
decisive terfynol
following dilynol
uniform iwnifform
hungry newynog
moor rhos
tiller cadeirio
shorten cwtogi
caption pennawd
prevalence mynychder
virgin morwyn
slick llyfn
infringe troseddu
residuum gwaddod
robbery ysbeiliad
egregious hynod
snug diddos
attrition athreuliad
entry caniad
eraser rwber
presage argoeli
illusion lledrith
abscond dianc
hood lwfer
sale arwerthiant
nab cipio
droplet defnyn
mediaeval canoloesol
confession cyfaddefiad
wain wagen
sheer noeth
cherry ceiriosen
impurity amhuredd
coalesce cyfuno
fly copis
induction casgliad
ranking safle
tally cyfateb
beloved anwylyd
fray treulio
mangle llurgunio
abortion erthyliad
magnetometer magnetomedr
scourge fflangell
numbness diffrwythder
vivacious nwyfus
get cael
sort dosbarthu
cello soddgrwth
revolution chwyldroad
brutish bwystfilaidd
effigy delw
crackle clindarddach
fraction rhanrif
abstraction tyniad
better gwell
president llywydd
rule llywodraeth
mucky budr
tenancy tenantiaeth
mockery dirmyg
invisible anweladwy
popish pabaidd
trial arbrawf
intimate cydnabod
politician gwleidydd
alley ali
tripe treip
dividend buddran
acting gweithredol
managerial rheolaethol
iodine ïodin
erstwhile gynt
flit gwibio
override gwrthwneud
replication dyblygiad
contradictory croes
fuss helynt
novel nofel
confine cyfyngu
pivot troi
prone tueddol
klunk clonc
thong carrai
kink gwyriad
provider darparwr
uncomfortable anghysurus
connubial priodasol
girdle gwregysu
thought syniad
scatter gwasgaru
finiteness meidroldeb
victimize erlid
predominant prif
close diwedd
dismissal gollyngdod
glaucous llwydlas
phoneme ffonem
flambé flambé
intestate diewyllys
hulking trwsgl
division ymraniad
range cyrhaeddiad
rasher tafell
cookery coginiaeth
crispness craster
sprain ysigo
aggregate cydgasglu
lade llwytho
microphone microffon
shanty sianti
cyclist beiciwr
complacent hunanfodlon
entertain difyrru
sad trist
filter hidlo
trimness destlusrwydd
maintain arofalu
youngster hogyn
steer llywio
stringency caethder
era oes
result deillio
epistemology epistemoleg
thunder taranu
topographical topograffig
bury claddu
inclination tuedd
sink sincio
afterbirth brych
hold howld
wring gwasgu
verge min
air awyru
show arddangos
early bore
undoing distryw
trough cafn
berth docio
parapsychology paraseicoleg
retrieve adalw
household tŷ
gait osgo
disgust ffieiddio
maize corn
consultancy ymgynghoriaeth
ingrained cysefin
sad blin
protecting amddiffynnol
virginal gwyryfol
sweep ysgubo
burr min
disadvantageous anfanteisiol
lotion trwyth
match cydweddu
apron brat
smoky myglyd
choreography coreograffiaeth
croft tyddyn
surveyor syrfëwr
reek drewi
distressing blin
signature llofnod
feasible posibl
break bylchiad
deter rhwystro
sheriff siryf
licentious ofer
hook bachu
wilderness anialwch
near ger
adulteration difwyniad
impossible amhosibl
escape dianc
rhombus rhombws
aristocratic pendefigaidd
corrugation crychiad
fencing ffensio
shapeliness gosgeiddrwydd
shorts siorts
gnat gwybedyn
twist dirdroi
correspondence cyfatebiaeth
electromagnetism electromagneteg
shield tariandir
derision dirmyg
subterfuge twyll
sexist rhywiaethol
pool pwll
gully gyli
soul person
chiropractic ciropracteg
click clic
distrust drwgdybio
bar trosol
passing tranc
purchaser prynwr
winding dirwyniad
brazen haerllug
cartridge cetrisen
concern pryderu
van fan
brindled brych
tracer olrheiniwr
secure sicr
draw lluniadu
fertilize gwrteithio
champion pencampwr
connexion cyfundeb
suggestive awgrymus
exact mynnu
cop dala
fragmented tameidiog
bean ffäen
unconsciousness anymwybyddiaeth
hilarious siriol
canyon ceunant
plague haint
debauchery gwŷd
duplicate dyblygu
stock hil
captaincy capteiniaeth
abuse camdriniaeth
deformed anffurf
shape ffurfio
perambulator pram
invigilator goruchwyliwr
covey haid
module modiwl
conservative ceidwadwr
bond bondio
hoist codi
alumina alwmina
moreover ymhellach
amount swm
hidden cudd
determent atalfa
sprinter gwibiwr
dry sychlyd
outgrow gordyfu
cocksfoot byswellt
demand galwad
movable dodrefn
rootstock cyff
smother mygu
navigation mordwyo
dialectology tafodieitheg
psychic seicig
annular cylchol
inasmuch gan
telephonist teleffonydd
sweetmeat fferins
restless anesmwyth
imperative gorchmynnol
marketing marchnata
levity gwamalrwydd
hollow pant
dive plymio
hare ysgyfarnog
wedge lletem
geriatrics geriatreg
divisional adrannol
look golwg
refuse nacáu
love dim
abasement diddymiad
stainless difrycheulyd
tincture trwytho
fable anwiredd
him o
invoke gweddïo
before cynt
sickly afiach
emboss boglynnu
arithmetic rhifyddeg
notable nodedig
dawn dyddio
mask mwgwd
carbonize carboneiddio
induct sefydlu
salve lleddfu
vigorous egnïol
protract estyn
setter cyfeirgi
package pac
capitalistic cyfalafol
remittance taliad
distortion ystumiad
smugness hunanoldeb
flagon ffiol
sultry clòs
scent arogleuo
resistor gwrthydd
prosper llwyddo
slovenliness aflerwch
synonym cyfystyr
wheeze gwichian
locus locws
grievous difrifol
tradition traddodiad
appointment trefniad
brand nodi
launderette golchdy
puddle pwll
scold cecren
emulator efelychydd
initial cychwynnol
profit budd
refusal gwrthodiad
jumble cymysgu
proper addas
stiffen cryfhau
graffito graffito
screenshot sgrinlun
burst byrstio
time parhad
judicial ynadol
patrol patrolio
snack snac
prehistoric cynhanesiol
needle nodwydd
inveigh sennu
adipose tew
extrusion allwthiad
coercion gorfodaeth
example esiampl
go mynd
qualified cymwys
archaic hynaflyd
persistent parhaus
ratchet dannedd
invoke arddeisyf
expressiveness mynegiant
soothsayer daroganwr
revive adfywio
deduce diddwytho
collectivism cydberchenogaeth
eraser rhwbiwr
acceleration cyflymiad
puce piws
dig palu
condense cywasgu
fluff fflwff
carry cario
official swyddogol
repast ymborth
egestion carthiad
sanctuary cysegr
diaper diaper
beast bwystfil
marvel rhyfeddu
pile pawl
mediation cyfryngiad
contemporary cyfoeswr
prepare darparu
vesica chwysigen
brittle brau
babyhood babandod
magician dewin
dieresis didolnod
warmonger rhyfelgi
facetious ffraeth
intermediate canolradd
blanch gwynnu
shell masgl
rill cornant
perspective persbectif
utensil teclyn
poetic barddol
hour awr
redemption adbryniad
median canolrif
illustrated darluniadol
cucumber cucumer
depravity llygredd
firm cwmni
lump cnepyn
revision diwygiad
kilt cilt
twisted dirdro
speleologist ogofwr
coordination cydsymud
belch bytheiriad
trout brithyll
bound rhwym
festal llawen
serve serf
recant datgyffesu
franchise etholfraint
optics opteg
chequered brith
extended estynedig
curt byr
stripling glaslanc
brick bricsen
wiry caled
cartoon cartŵn
foreboding rhagargoel
excreta carthion
possessive meddiannol
patrician uchelwr
stated penodol
treason brad
romp pranc
radiograph radiograff
assassinate llofruddio
quail sofliar
read darllen
barrack gwawdio
hit trawiad
incumbent dyledus
compendious cynhwysfawr
hit taro
fortify cadarnhau
pick tynnu
swap cyfnewidiad
vapid diflas
inventor dyfeisiwr
overlap gorgyffwrdd
mend cyweirio
repair atgyweiriad
attack ymosod
dissolution diddymiad
worry pryder
magpie pioden
abound heigio
deliverer achubydd
geographer daearyddwr
specialist arbenigwr
occasion achlysur
ship llong
popularize poblogeiddio
conflict gwrthdaro
paraclete diddanydd
vehement angerddol
mucous mwcaidd
sear crin
accompaniment cyfeiliant
quadrangle petryal
unfavourable anffafriol
discharge dadlwytho
pastor gweinidog
fast sownd
spot marc
rosy rhosynnaidd
age oes
ecumenism eciwmeniaeth
bast bast
fancy serch
agitate cyffroi
stridulation grillian
design amcanu
ledge silff
glance ciledrych
intrepidity dewrder
raw dibrofiad
meeting cyfarfod
tasty blasus
sultry mwrn
padlock clo
follow canlyn
fraternity brawdgarwch
roost clwyd
piercing treiddiol
frailty llesgedd
malaise anhwylder
leave gadael
pleasure hyfrydwch
repressive gormesol
outcast digartref
briefs trôns
motivate cymell
sweep sgubo
filler llenwad
hegemony penarglwyddiaeth
absolution maddeuant
sperm had
appointment apwyntiad
nut cneuen
bloom gwawr
rod rhoden
fluster ffwdan
worshipful anrhydeddus
year blwyddyn
overhanging gordo
wizened gwyw
i myfi
household tyaid
grain graenio
unengaged rhydd
dissemble twyllo
rubber rwber
accumulative cronnol
boss bogail
wetness lleithder
mediate cyfryngu
subregion isranbarth
motion arwydd
sentence dedfrydu
coot cotiar
plea cais
herbicide chwynladdwr
buffet bwffe
illegality anghyfreithlondeb
sizzle sïo
injury anafiad
outfielder maeswr
lopsided cam
foray cyrch
detailed manwl
vagueness aneglurder
onset ymosodiad
quilt cwiltio
poverty tlodi
ring ffonio
bearing perthynas
metacognition metawybyddiaeth
widen llydanu
clarendon clarendon
simplex simplecs
bristle blewyn
conduit cwndid
constructivist adeileddol
percentage canrannol
infirm gwan
blower chwythwr
repudiate gwadu
observer gwyliwr
familiar cyfarwydd
quadrilateral pedrochr
slant goledd
leading blaenllaw
