: gram2-opposite
ymwybodol anymwybodol onest anonest
cryf cryfion cyfan cyfain
cryf cryfion ifanc ifainc
cryf cryfion llydan llydain
cryf cryfion truan truain
cryf cryfion cadarn cedyrn
cryf cryfion caled celyd
cryf cryfion garw geirw
cryf cryfion marw meirw
cryf cryfion ysgafn ysgeifn
cryf cryfion buan buain
byr byrion sych sychion
byr byrion dwfn dyfnion
byr byrion crwn crynion
byr byrion glas gleision
byr byrion amddifad amddifaid
byr byrion arall eraill
byr byrion bychan bychain
byr byrion cyfan cyfain
byr byrion ifanc ifainc
byr byrion llydan llydain
byr byrion truan truain
byr byrion cadarn cedyrn
byr byrion caled celyd
byr byrion garw geirw
byr byrion marw meirw
byr byrion ysgafn ysgeifn
byr byrion buan buain
sych sychion dwfn dyfnion
sych sychion crwn crynion
sych sychion glas gleision
sych sychion amddifad amddifaid
sych sychion arall eraill
sych sychion bychan bychain
sych sychion cyfan cyfain
sych sychion ifanc ifainc
sych sychion llydan llydain
sych sychion truan truain
sych sychion cadarn cedyrn
sych sychion caled celyd
sych sychion garw geirw
sych sychion marw meirw
sych sychion ysgafn ysgeifn
sych sychion buan buain
dwfn dyfnion crwn crynion
dwfn dyfnion glas gleision
dwfn dyfnion amddifad amddifaid
dwfn dyfnion arall eraill
dwfn dyfnion bychan bychain
dwfn dyfnion cyfan cyfain
dwfn dyfnion ifanc ifainc
dwfn dyfnion llydan llydain
dwfn dyfnion truan truain
dwfn dyfnion cadarn cedyrn
dwfn dyfnion caled celyd
dwfn dyfnion garw geirw
dwfn dyfnion marw meirw
dwfn dyfnion ysgafn ysgeifn
dwfn dyfnion buan buain
crwn crynion glas gleision
crwn crynion amddifad amddifaid
crwn crynion arall eraill
crwn crynion bychan bychain
crwn crynion cyfan cyfain
crwn crynion ifanc ifainc
crwn crynion llydan llydain
crwn crynion truan truain
crwn crynion cadarn cedyrn
crwn crynion caled celyd
crwn crynion garw geirw
crwn crynion marw meirw
crwn crynion ysgafn ysgeifn
crwn crynion buan buain
glas gleision amddifad amddifaid
glas gleision arall eraill
glas gleision bychan bychain
glas gleision cyfan cyfain
glas gleision ifanc ifainc
glas gleision llydan llydain
glas gleision truan truain
glas gleision cadarn cedyrn
glas gleision caled celyd
glas gleision garw geirw
glas gleision marw meirw
glas gleision ysgafn ysgeifn
glas gleision buan buain
amddifad amddifaid arall eraill
amddifad amddifaid bychan bychain
amddifad amddifaid cyfan cyfain
amddifad amddifaid ifanc ifainc
amddifad amddifaid llydan llydain
amddifad amddifaid truan truain
amddifad amddifaid cadarn cedyrn
amddifad amddifaid caled celyd
amddifad amddifaid garw geirw
amddifad amddifaid marw meirw
amddifad amddifaid ysgafn ysgeifn
amddifad amddifaid buan buain
arall eraill bychan bychain
arall eraill cyfan cyfain
arall eraill ifanc ifainc
arall eraill llydan llydain
arall eraill truan truain
arall eraill cadarn cedyrn
arall eraill caled celyd
arall eraill garw geirw
arall eraill marw meirw
arall eraill ysgafn ysgeifn
arall eraill buan buain
bychan bychain cyfan cyfain
bychan bychain ifanc ifainc
bychan bychain llydan llydain
bychan bychain truan truain
bychan bychain cadarn cedyrn
bychan bychain caled celyd
bychan bychain garw geirw
bychan bychain marw meirw
bychan bychain ysgafn ysgeifn
bychan bychain buan buain
cyfan cyfain ifanc ifainc
cyfan cyfain llydan llydain
cyfan cyfain truan truain
cyfan cyfain cadarn cedyrn
cyfan cyfain caled celyd
cyfan cyfain garw geirw
cyfan cyfain marw meirw
cyfan cyfain ysgafn ysgeifn
cyfan cyfain buan buain
ifanc ifainc llydan llydain
ifanc ifainc truan truain
ifanc ifainc cadarn cedyrn
ifanc ifainc caled celyd
ifanc ifainc garw geirw
ifanc ifainc marw meirw
ifanc ifainc ysgafn ysgeifn
ifanc ifainc buan buain
llydan llydain truan truain
llydan llydain cadarn cedyrn
llydan llydain caled celyd
llydan llydain garw geirw
llydan llydain marw meirw
llydan llydain ysgafn ysgeifn
llydan llydain buan buain
truan truain cadarn cedyrn
truan truain caled celyd
truan truain garw geirw
truan truain marw meirw
truan truain ysgafn ysgeifn
truan truain buan buain
cadarn cedyrn caled celyd
cadarn cedyrn garw geirw
cadarn cedyrn marw meirw
cadarn cedyrn ysgafn ysgeifn
cadarn cedyrn buan buain
caled celyd garw geirw
caled celyd marw meirw
caled celyd ysgafn ysgeifn
caled celyd buan buain
garw geirw marw meirw
garw geirw ysgafn ysgeifn
garw geirw buan buain
marw meirw ysgafn ysgeifn
marw meirw buan buain
ysgafn ysgeifn buan buain
: gram?-nonfinite-verb
oer oeri enw enwi
oer oeri llon llonni
oer oeri llosg llosgi
oer oeri lluosog lluosogi
oer oeri neilltuol neilltuoli
oer oeri nos nosi
oer oeri personol personoli
oer oeri roced rocedi
oer oeri poer poeri
oer oeri gwên gwenu
oer oeri tâl talu
oer oeri cefn cefnu
oer oeri blaen blaenu
oer oeri gwaith gweithio
oer oeri clustfain clustfeinio
oer oeri naid neidio
oer oeri cais ceisio
oer oeri mwyn mwynhau
oer oeri aml amlhau
oer oeri atgryf atgryfhau
oer oeri bodd boddhau
oer oeri byr byrhau
oer oeri anufudd anufuddhau
oer oeri agos agosáu
oer oeri iach iacháu
enw enwi llon llonni
enw enwi llosg llosgi
enw enwi lluosog lluosogi
enw enwi neilltuol neilltuoli
enw enwi nos nosi
enw enwi personol personoli
enw enwi roced rocedi
enw enwi poer poeri
enw enwi gwên gwenu
enw enwi tâl talu
enw enwi cefn cefnu
enw enwi blaen blaenu
enw enwi gwaith gweithio
enw enwi clustfain clustfeinio
enw enwi naid neidio
enw enwi cais ceisio
enw enwi mwyn mwynhau
enw enwi aml amlhau
enw enwi atgryf atgryfhau
enw enwi bodd boddhau
enw enwi byr byrhau
enw enwi anufudd anufuddhau
enw enwi agos agosáu
enw enwi iach iacháu
llon llonni llosg llosgi
llon llonni lluosog lluosogi
llon llonni neilltuol neilltuoli
llon llonni nos nosi
llon llonni personol personoli
llon llonni roced rocedi
llon llonni poer poeri
llon llonni gwên gwenu
llon llonni tâl talu
llon llonni cefn cefnu
llon llonni blaen blaenu
llon llonni gwaith gweithio
llon llonni clustfain clustfeinio
llon llonni naid neidio
llon llonni cais ceisio
llon llonni mwyn mwynhau
llon llonni aml amlhau
llon llonni atgryf atgryfhau
llon llonni bodd boddhau
llon llonni byr byrhau
llon llonni anufudd anufuddhau
llon llonni agos agosáu
llon llonni iach iacháu
llosg llosgi lluosog lluosogi
llosg llosgi neilltuol neilltuoli
llosg llosgi nos nosi
llosg llosgi personol personoli
llosg llosgi roced rocedi
llosg llosgi poer poeri
llosg llosgi gwên gwenu
llosg llosgi tâl talu
llosg llosgi cefn cefnu
llosg llosgi blaen blaenu
llosg llosgi gwaith gweithio
llosg llosgi clustfain clustfeinio
llosg llosgi naid neidio
llosg llosgi cais ceisio
llosg llosgi mwyn mwynhau
llosg llosgi aml amlhau
llosg llosgi atgryf atgryfhau
llosg llosgi bodd boddhau
llosg llosgi byr byrhau
llosg llosgi anufudd anufuddhau
llosg llosgi agos agosáu
llosg llosgi iach iacháu
lluosog lluosogi neilltuol neilltuoli
lluosog lluosogi nos nosi
lluosog lluosogi personol personoli
lluosog lluosogi roced rocedi
lluosog lluosogi poer poeri
lluosog lluosogi gwên gwenu
lluosog lluosogi tâl talu
lluosog lluosogi cefn cefnu
lluosog lluosogi blaen blaenu
lluosog lluosogi gwaith gweithio
lluosog lluosogi clustfain clustfeinio
lluosog lluosogi naid neidio
lluosog lluosogi cais ceisio
lluosog lluosogi mwyn mwynhau
lluosog lluosogi aml amlhau
lluosog lluosogi atgryf atgryfhau
lluosog lluosogi bodd boddhau
lluosog lluosogi byr byrhau
lluosog lluosogi anufudd anufuddhau
lluosog lluosogi agos agosáu
lluosog lluosogi iach iacháu
neilltuol neilltuoli nos nosi
neilltuol neilltuoli personol personoli
neilltuol neilltuoli roced rocedi
neilltuol neilltuoli poer poeri
neilltuol neilltuoli gwên gwenu
neilltuol neilltuoli tâl talu
neilltuol neilltuoli cefn cefnu
neilltuol neilltuoli blaen blaenu
neilltuol neilltuoli gwaith gweithio
neilltuol neilltuoli clustfain clustfeinio
neilltuol neilltuoli naid neidio
neilltuol neilltuoli cais ceisio
neilltuol neilltuoli mwyn mwynhau
neilltuol neilltuoli aml amlhau
neilltuol neilltuoli atgryf atgryfhau
neilltuol neilltuoli bodd boddhau
neilltuol neilltuoli byr byrhau
neilltuol neilltuoli anufudd anufuddhau
neilltuol neilltuoli agos agosáu
neilltuol neilltuoli iach iacháu
nos nosi personol personoli
nos nosi roced rocedi
nos nosi poer poeri
nos nosi gwên gwenu
nos nosi tâl talu
nos nosi cefn cefnu
nos nosi blaen blaenu
nos nosi gwaith gweithio
nos nosi clustfain clustfeinio
nos nosi naid neidio
nos nosi cais ceisio
nos nosi mwyn mwynhau
nos nosi aml amlhau
nos nosi atgryf atgryfhau
nos nosi bodd boddhau
nos nosi byr byrhau
nos nosi anufudd anufuddhau
nos nosi agos agosáu
nos nosi iach iacháu
personol personoli roced rocedi
personol personoli poer poeri
personol personoli gwên gwenu
personol personoli tâl talu
personol personoli cefn cefnu
personol personoli blaen blaenu
personol personoli gwaith gweithio
personol personoli clustfain clustfeinio
personol personoli naid neidio
personol personoli cais ceisio
personol personoli mwyn mwynhau
personol personoli aml amlhau
personol personoli atgryf atgryfhau
personol personoli bodd boddhau
personol personoli byr byrhau
personol personoli anufudd anufuddhau
personol personoli agos agosáu
personol personoli iach iacháu
roced rocedi poer poeri
roced rocedi gwên gwenu
roced rocedi tâl talu
roced rocedi cefn cefnu
roced rocedi blaen blaenu
roced rocedi gwaith gweithio
roced rocedi clustfain clustfeinio
roced rocedi naid neidio
roced rocedi cais ceisio
roced rocedi mwyn mwynhau
roced rocedi aml amlhau
roced rocedi atgryf atgryfhau
roced rocedi bodd boddhau
roced rocedi byr byrhau
roced rocedi anufudd anufuddhau
roced rocedi agos agosáu
roced rocedi iach iacháu
poer poeri gwên gwenu
poer poeri tâl talu
poer poeri cefn cefnu
poer poeri blaen blaenu
poer poeri gwaith gweithio
poer poeri clustfain clustfeinio
poer poeri naid neidio
poer poeri cais ceisio
poer poeri mwyn mwynhau
poer poeri aml amlhau
poer poeri atgryf atgryfhau
poer poeri bodd boddhau
poer poeri byr byrhau
poer poeri anufudd anufuddhau
poer poeri agos agosáu
poer poeri iach iacháu
gwên gwenu tâl talu
gwên gwenu cefn cefnu
gwên gwenu blaen blaenu
gwên gwenu gwaith gweithio
gwên gwenu clustfain clustfeinio
gwên gwenu naid neidio
gwên gwenu cais ceisio
gwên gwenu mwyn mwynhau
gwên gwenu aml amlhau
gwên gwenu atgryf atgryfhau
gwên gwenu bodd boddhau
gwên gwenu byr byrhau
gwên gwenu anufudd anufuddhau
gwên gwenu agos agosáu
gwên gwenu iach iacháu
tâl talu cefn cefnu
tâl talu blaen blaenu
tâl talu gwaith gweithio
tâl talu clustfain clustfeinio
tâl talu naid neidio
tâl talu cais ceisio
tâl talu mwyn mwynhau
tâl talu aml amlhau
tâl talu atgryf atgryfhau
tâl talu bodd boddhau
tâl talu byr byrhau
tâl talu anufudd anufuddhau
tâl talu agos agosáu
tâl talu iach iacháu
cefn cefnu blaen blaenu
cefn cefnu gwaith gweithio
cefn cefnu clustfain clustfeinio
cefn cefnu naid neidio
cefn cefnu cais ceisio
cefn cefnu mwyn mwynhau
cefn cefnu aml amlhau
cefn cefnu atgryf atgryfhau
cefn cefnu bodd boddhau
cefn cefnu byr byrhau
cefn cefnu anufudd anufuddhau
cefn cefnu agos agosáu
cefn cefnu iach iacháu
blaen blaenu gwaith gweithio
blaen blaenu clustfain clustfeinio
blaen blaenu naid neidio
blaen blaenu cais ceisio
blaen blaenu mwyn mwynhau
blaen blaenu aml amlhau
blaen blaenu atgryf atgryfhau
blaen blaenu bodd boddhau
blaen blaenu byr byrhau
blaen blaenu anufudd anufuddhau
blaen blaenu agos agosáu
blaen blaenu iach iacháu
gwaith gweithio clustfain clustfeinio
gwaith gweithio naid neidio
gwaith gweithio cais ceisio
gwaith gweithio mwyn mwynhau
gwaith gweithio aml amlhau
gwaith gweithio atgryf atgryfhau
gwaith gweithio bodd boddhau
gwaith gweithio byr byrhau
gwaith gweithio anufudd anufuddhau
gwaith gweithio agos agosáu
gwaith gweithio iach iacháu
clustfain clustfeinio naid neidio
clustfain clustfeinio cais ceisio
clustfain clustfeinio mwyn mwynhau
clustfain clustfeinio aml amlhau
clustfain clustfeinio atgryf atgryfhau
clustfain clustfeinio bodd boddhau
clustfain clustfeinio byr byrhau
clustfain clustfeinio anufudd anufuddhau
clustfain clustfeinio agos agosáu
clustfain clustfeinio iach iacháu
naid neidio cais ceisio
naid neidio mwyn mwynhau
naid neidio aml amlhau
naid neidio atgryf atgryfhau
naid neidio bodd boddhau
naid neidio byr byrhau
naid neidio anufudd anufuddhau
naid neidio agos agosáu
naid neidio iach iacháu
cais ceisio mwyn mwynhau
cais ceisio aml amlhau
cais ceisio atgryf atgryfhau
cais ceisio bodd boddhau
cais ceisio byr byrhau
cais ceisio anufudd anufuddhau
cais ceisio agos agosáu
cais ceisio iach iacháu
mwyn mwynhau aml amlhau
mwyn mwynhau atgryf atgryfhau
mwyn mwynhau bodd boddhau
mwyn mwynhau byr byrhau
mwyn mwynhau anufudd anufuddhau
mwyn mwynhau agos agosáu
mwyn mwynhau iach iacháu
aml amlhau atgryf atgryfhau
aml amlhau bodd boddhau
aml amlhau byr byrhau
aml amlhau anufudd anufuddhau
aml amlhau agos agosáu
aml amlhau iach iacháu
atgryf atgryfhau bodd boddhau
atgryf atgryfhau byr byrhau
atgryf atgryfhau anufudd anufuddhau
atgryf atgryfhau agos agosáu
atgryf atgryfhau iach iacháu
bodd boddhau byr byrhau
bodd boddhau anufudd anufuddhau
bodd boddhau agos agosáu
bodd boddhau iach iacháu
byr byrhau anufudd anufuddhau
byr byrhau agos agosáu
byr byrhau iach iacháu
anufudd anufuddhau agos agosáu
anufudd anufuddhau iach iacháu
agos agosáu iach iacháu
: gram?-past-1sg-verbs
rhedeg rhedais bwyta bwytais
rhedeg rhedais nofio nofiais
rhedeg rhedais gweithio gweithiais
rhedeg rhedais caniatáu caniateais
rhedeg rhedais agosáu agoseais
rhedeg rhedais gweld gwelais
rhedeg rhedais cael ces
rhedeg rhedais mynd aethais
rhedeg rhedais bod roeddwn
bwyta bwytais nofio nofiais
bwyta bwytais gweithio gweithiais
bwyta bwytais caniatáu caniateais
bwyta bwytais agosáu agoseais
bwyta bwytais gweld gwelais
bwyta bwytais cael ces
bwyta bwytais mynd aethais
bwyta bwytais bod roeddwn
nofio nofiais gweithio gweithiais
nofio nofiais caniatáu caniateais
nofio nofiais agosáu agoseais
nofio nofiais gweld gwelais
nofio nofiais cael ces
nofio nofiais mynd aethais
nofio nofiais bod roeddwn
gweithio gweithiais caniatáu caniateais
gweithio gweithiais agosáu agoseais
gweithio gweithiais gweld gwelais
gweithio gweithiais cael ces
gweithio gweithiais mynd aethais
gweithio gweithiais bod roeddwn
caniatáu caniateais agosáu agoseais
caniatáu caniateais gweld gwelais
caniatáu caniateais cael ces
caniatáu caniateais mynd aethais
caniatáu caniateais bod roeddwn
agosáu agoseais gweld gwelais
agosáu agoseais cael ces
agosáu agoseais mynd aethais
agosáu agoseais bod roeddwn
gweld gwelais cael ces
gweld gwelais mynd aethais
gweld gwelais bod roeddwn
cael ces mynd aethais
cael ces bod roeddwn
mynd aethais bod roeddwn
: gram?-past-3sg-verbs
rhedeg rhedodd bwyta bwytodd
rhedeg rhedodd nofio nofiodd
rhedeg rhedodd gweithio gweithiodd
rhedeg rhedodd caniatáu caniataodd
rhedeg rhedodd agosáu agosaodd
rhedeg rhedodd gweld gwelodd
rhedeg rhedodd cael cafodd
rhedeg rhedodd mynd aeth
rhedeg rhedodd bod roedd
bwyta bwytodd nofio nofiodd
bwyta bwytodd gweithio gweithiodd
bwyta bwytodd caniatáu caniataodd
bwyta bwytodd agosáu agosaodd
bwyta bwytodd gweld gwelodd
bwyta bwytodd cael cafodd
bwyta bwytodd mynd aeth
bwyta bwytodd bod roedd
nofio nofiodd gweithio gweithiodd
nofio nofiodd caniatáu caniataodd
nofio nofiodd agosáu agosaodd
nofio nofiodd gweld gwelodd
nofio nofiodd cael cafodd
nofio nofiodd mynd aeth
nofio nofiodd bod roedd
gweithio gweithiodd caniatáu caniataodd
gweithio gweithiodd agosáu agosaodd
gweithio gweithiodd gweld gwelodd
gweithio gweithiodd cael cafodd
gweithio gweithiodd mynd aeth
gweithio gweithiodd bod roedd
caniatáu caniataodd agosáu agosaodd
caniatáu caniataodd gweld gwelodd
caniatáu caniataodd cael cafodd
caniatáu caniataodd mynd aeth
caniatáu caniataodd bod roedd
agosáu agosaodd gweld gwelodd
agosáu agosaodd cael cafodd
agosáu agosaodd mynd aeth
agosáu agosaodd bod roedd
gweld gwelodd cael cafodd
gweld gwelodd mynd aeth
gweld gwelodd bod roedd
cael cafodd mynd aeth
cael cafodd bod roedd
mynd aeth bod roedd
: gram?-past-impersonal
rhedeg rhedwyd bwyta bwytwyd
rhedeg rhedwyd nofio nofiwyd
rhedeg rhedwyd gweithio gweithiwyd
rhedeg rhedwyd caniatáu caniatawyd
rhedeg rhedwyd agosáu agosawyd
rhedeg rhedwyd gweld gwelwyd
rhedeg rhedwyd cael cafwyd
rhedeg rhedwyd mynd aethpwyd
rhedeg rhedwyd bod byddid
bwyta bwytwyd nofio nofiwyd
bwyta bwytwyd gweithio gweithiwyd
bwyta bwytwyd caniatáu caniatawyd
bwyta bwytwyd agosáu agosawyd
bwyta bwytwyd gweld gwelwyd
bwyta bwytwyd cael cafwyd
bwyta bwytwyd mynd aethpwyd
bwyta bwytwyd bod byddid
nofio nofiwyd gweithio gweithiwyd
nofio nofiwyd caniatáu caniatawyd
nofio nofiwyd agosáu agosawyd
nofio nofiwyd gweld gwelwyd
nofio nofiwyd cael cafwyd
nofio nofiwyd mynd aethpwyd
nofio nofiwyd bod byddid
gweithio gweithiwyd caniatáu caniatawyd
gweithio gweithiwyd agosáu agosawyd
gweithio gweithiwyd gweld gwelwyd
gweithio gweithiwyd cael cafwyd
gweithio gweithiwyd mynd aethpwyd
gweithio gweithiwyd bod byddid
caniatáu caniatawyd agosáu agosawyd
caniatáu caniatawyd gweld gwelwyd
caniatáu caniatawyd cael cafwyd
caniatáu caniatawyd mynd aethpwyd
caniatáu caniatawyd bod byddid
agosáu agosawyd gweld gwelwyd
agosáu agosawyd cael cafwyd
agosáu agosawyd mynd aethpwyd
agosáu agosawyd bod byddid
gweld gwelwyd cael cafwyd
gweld gwelwyd mynd aethpwyd
gweld gwelwyd bod byddid
cael cafwyd mynd aethpwyd
cael cafwyd bod byddid
mynd aethpwyd bod byddid
: gram?-pres-impersonal
rhedeg rhedir bwyta bwytir
rhedeg rhedir nofio nofir
rhedeg rhedir gweithio gweithir
rhedeg rhedir caniatáu caniateir
rhedeg rhedir agosáu agoseir
rhedeg rhedir gweld gwelir
rhedeg rhedir cael ceir
rhedeg rhedir mynd eir
rhedeg rhedir bod byddir
bwyta bwytir nofio nofir
bwyta bwytir gweithio gweithir
bwyta bwytir caniatáu caniateir
bwyta bwytir agosáu agoseir
bwyta bwytir gweld gwelir
bwyta bwytir cael ceir
bwyta bwytir mynd eir
bwyta bwytir bod byddir
nofio nofir gweithio gweithir
nofio nofir caniatáu caniateir
nofio nofir agosáu agoseir
nofio nofir gweld gwelir
nofio nofir cael ceir
nofio nofir mynd eir
nofio nofir bod byddir
gweithio gweithir caniatáu caniateir
gweithio gweithir agosáu agoseir
gweithio gweithir gweld gwelir
gweithio gweithir cael ceir
gweithio gweithir mynd eir
gweithio gweithir bod byddir
caniatáu caniateir agosáu agoseir
caniatáu caniateir gweld gwelir
caniatáu caniateir cael ceir
caniatáu caniateir mynd eir
caniatáu caniateir bod byddir
agosáu agoseir gweld gwelir
agosáu agoseir cael ceir
agosáu agoseir mynd eir
agosáu agoseir bod byddir
gweld gwelir cael ceir
gweld gwelir mynd eir
gweld gwelir bod byddir
cael ceir mynd eir
cael ceir bod byddir
mynd eir bod byddir
: gram?-inflectional-prepositions-1sg
i imi o ohonof
i imi gan gennyf
i imi trwy trwof
i imi dros drostof
i imi heb hebddof
i imi rhag rhagddof
i imi rhwng rhyngof
i imi yn ynof
o ohonof gan gennyf
o ohonof trwy trwof
o ohonof dros drostof
o ohonof heb hebddof
o ohonof rhag rhagddof
o ohonof rhwng rhyngof
o ohonof yn ynof
gan gennyf trwy trwof
gan gennyf dros drostof
gan gennyf heb hebddof
gan gennyf rhag rhagddof
gan gennyf rhwng rhyngof
gan gennyf yn ynof
trwy trwof dros drostof
trwy trwof heb hebddof
trwy trwof rhag rhagddof
trwy trwof rhwng rhyngof
trwy trwof yn ynof
dros drostof heb hebddof
dros drostof rhag rhagddof
dros drostof rhwng rhyngof
dros drostof yn ynof
heb hebddof rhag rhagddof
